Cancer	CD14	CD19	CD4_Eff	CD56	CD8	Endothelial	Eos	Fibroblast	Neu	Treg
TCGA-AB-2959-03	0.686334518953743	0.0824264015522231	0.0526561260482261	0.0248877287237569	0.0752241800564374	0.017818505778287	0.00647494942305129	0.0252528247442103	0.0221856581763259	0.00494609608755265	0.00179301045618603
TCGA-AB-2871-03	0.367568177290956	0.0647153269605996	0.103212926585564	0.0639339350870751	0.0995617645576486	0.20700884710799	9.99989600108159e-07	9.99989600108159e-07	0.0117121781933468	0.0408543751144988	0.0414304691231211
TCGA-AB-2932-03	0.665647266977895	0.238955582964278	0.00959150298194734	0.045922435494565	0.00901972876544354	0.0208979886168451	9.99989885102312e-07	0.00975178136073154	0.000210712868639334	9.99989885102312e-07	9.99989885102312e-07
TCGA-AB-2824-03	0.53600350703606	0.262182313155655	0.0097931996392901	9.9998975210502e-07	0.0220974735450911	0.0766845141370991	8.7287105481743e-05	0.0568330175752359	0.00532560542319562	0.0309910824033875	9.9998975210502e-07
TCGA-AB-2972-03	0.518892292184786	0.112165766176572	0.0269649033860628	0.0678807533117136	0.0526516208321708	0.054446001093988	9.99989000120999e-07	0.0782578391637692	0.037958482456693	0.0507803414162444	9.99989000120999e-07
TCGA-AB-2915-03	0.429757337132892	0.23904040641159	0.0282997929472465	9.99989150117721e-07	0.0434404286713489	0.05317562304449	0.00241505379666631	9.99989150117721e-07	0.00292923821776534	0.181838027057406	0.0191020927422937
TCGA-AB-2970-03	0.684212302611596	0.175278028122184	0.0241552282536821	0.022984341426159	0.00729161796929785	0.0486455527375317	9.99988750126561e-07	0.0338267194494062	0.00360320946389353	9.99988750126561e-07	9.99988750126561e-07
TCGA-AB-2949-03	0.371278064452517	0.280109030844273	0.0843237061687146	9.99989400112359e-07	0.0564279018642402	0.0830707194503738	0.0220946657965426	0.0551912149731213	0.0248429366648714	9.99989400112359e-07	0.0226597598065461
TCGA-AB-2912-03	0.736489112201608	0.165305229580991	0.0408151628696057	9.99989290114703e-07	0.0137791524252775	0.0311572663056779	9.99989290114703e-07	9.99989290114703e-07	0.00808722338583754	0.00101203916106059	0.00335181410207097
TCGA-AB-2838-03	0.599822263995975	0.121374636962827	0.0298496647882644	0.0211409625869901	0.0155671251811842	0.0979266002842788	9.99988770126111e-07	9.99988770126111e-07	0.00415398335076697	0.110161762883403	9.99988770126111e-07
TCGA-AB-2872-03	0.647002251766514	0.219761707885387	0.0269165192607041	0.0259297295529208	0.0120389744334967	0.0441032400032068	9.99989570108784e-07	9.99989570108784e-07	0.00232780572098633	0.0219167714080742	9.99989570108784e-07
TCGA-AB-2897-03	0.45166957228675	0.334470980662225	0.000175914886030815	9.99987983144407e-07	0.0532638599281952	0.0211430459240171	9.99987983144407e-07	9.99987983144407e-07	0.0147065232717098	0.0643262269917302	0.0602408760853921
TCGA-AB-2965-03	0.345466234418045	0.407183561699178	0.0413812489443865	0.0276603985016563	0.044600413855489	0.0397535666861231	9.99989100118809e-07	0.0700036369603571	0.0239479389674653	9.99989100118809e-07	9.99989100118809e-07
TCGA-AB-2891-03	0.687665277518933	0.0474591670335542	0.0773517313400571	0.0404310459593539	0.0268188988237662	0.0533267011411462	0.0150980304491181	0.0123472613402552	0.00107131796909921	0.0384295684359465	9.99988770126111e-07
TCGA-AB-2921-03	0.795415832033904	0.148153478641559	0.0053114554577262	0.0205124893613492	0.00465836216421061	0.0177778174431482	9.99989731305447e-07	4.38683495246924e-05	9.99989731305447e-07	0.00812369657938456	9.99989731305447e-07
TCGA-AB-2867-03	0.322734795243483	0.189674116536023	0.106361943825898	0.0701435034750105	0.108661920987125	0.0275212267142187	0.0420988819581022	0.0497835056497889	0.0252235495301532	0.00625776786036515	0.051538788219833
TCGA-AB-2842-03	0.477123837520078	0.30562369315164	0.0409713566899206	0.00121560684713391	0.0482326781224227	0.0396468710208556	0.0186422982903325	0.056050893529332	0.0124907648499243	9.99989180117071e-07	9.99989180117071e-07
TCGA-AB-2862-03	0.531941084815137	0.21916356290118	0.0499303447745661	0.00386300704336168	0.0746233701881235	0.0363779954766903	9.99988880123653e-07	0.0095200641368868	0.0179724001469104	0.0101447871899664	0.0464623833382973
TCGA-AB-2840-03	0.581614328883648	0.199802708262936	0.0831801459237263	9.99988530131559e-07	0.0470341605181789	0.00686929120922983	9.99988530131559e-07	9.99988530131559e-07	9.99988530131559e-07	0.0146490319756032	0.0668463332725574
TCGA-AB-2822-03	0.262247351301752	0.344031525281595	0.101959970204301	9.99989900102009e-07	0.0883850073114262	9.99989900102009e-07	0.0573333209334586	0.0534773598786652	0.0364091322677641	9.99989900102009e-07	0.0561533328513382
TCGA-AB-2832-03	0.484085018765157	0.180022147572101	0.0949510229539738	9.99989710105883e-07	0.0512513726233757	0.0749357289113495	9.99989710105883e-07	0.0691158887975043	0.0414343736402953	9.99989710105883e-07	0.00420144676711277
TCGA-AB-2893-03	0.346599975627683	0.384284538072228	0.0563631455675168	0.000739102418281821	0.0247110130804271	0.0810339591147007	9.99988389134814e-07	0.0375385641397318	0.029949252259232	0.03877844974342	9.99988389134814e-07
TCGA-AB-2956-03	0.489785622153869	0.10633983238864	0.142359436893383	0.0757834678975225	0.0824863942993906	0.00444723116940176	0.0193251878094379	0.0290221813364489	0.0262626116365242	0.024187034426362	9.99989020120559e-07
TCGA-AB-2903-03	0.694618553689104	0.112507793916449	0.0493366711108857	0.00177160100843719	0.0472477935036536	9.99989280114917e-07	0.0152102369462599	0.0493955704794845	0.0152686363202186	9.99989280114917e-07	0.0146411430469465
TCGA-AB-2845-03	0.596285578004325	0.139657495888769	0.0461736027102988	0.0131778580744685	0.0298882781032448	0.0534013248677312	9.99989230115991e-07	0.00660419887277814	0.0105837860126246	0.104225877487299	9.99989230115991e-07
TCGA-AB-2948-03	0.678563060812189	0.135195418213607	0.047687942051078	9.99988300136888e-07	0.0275981771013279	0.0189527782524944	9.99988300136888e-07	0.0185221832904555	0.00818190427172002	0.0310238370211069	0.0342726990094216
TCGA-AB-2869-03	0.496531567944647	0.262091132723008	0.0378763856323412	0.0118407704619711	0.086728151194026	0.0193368884544403	0.00631905086958349	0.0308260627628734	0.00755713732491767	9.99989060119682e-07	0.0408918526431321
TCGA-AB-3009-03	0.882862323828931	0.0277817955115212	0.0138847478231639	0.0128727589145623	0.00231855458864171	0.0339092283548572	0.00152461329023834	0.0195657855589903	0.00527819215101403	9.9998904012012e-07	9.9998904012012e-07
TCGA-AB-2944-03	0.930848890981044	0.0196552865435881	0.00757329775398639	0.0113296769597082	9.99989140117938e-07	0.0151087359191279	0.00120806688039368	9.99989140117938e-07	9.99989140117938e-07	0.0142720450055912	9.99989140117938e-07
TCGA-AB-2886-03	0.717639299730314	0.138989508642572	0.0381804903233388	9.99989270115131e-07	0.00393565777039212	0.0626346279304423	0.0056317295715417	9.99989270115131e-07	9.99989270115131e-07	0.0292863857570808	0.00369930030650771
TCGA-AB-2904-03	0.513230523830311	0.129663616489212	0.0797263493198528	0.0471162972691081	0.0563382988703511	0.0807731381506159	0.0192631944617151	0.0479283886040936	0.0177454106564683	0.00821378235894223	9.99989330113848e-07
TCGA-AB-3005-03	0.158595342678669	0.549486257868605	0.088441275788668	9.99989550109201e-07	0.0490135878080074	0.0672385973566576	0.00307211789636798	0.0497122805066687	0.016849323924565	9.99989550109201e-07	0.0175892161926908
TCGA-AB-2861-03	0.611954507162679	0.0355832224620097	0.0336611428552743	0.00922675210416017	0.00410256647176974	0.103445902438975	9.99989390112571e-07	0.0510810580299743	0.00751937021948197	0.143423478276895	9.99989390112571e-07
TCGA-AB-2917-03	0.685082703869204	0.0209794765685745	0.00653196043462137	0.021168774552551	9.99989350113421e-07	0.0519182470706687	9.99989350113421e-07	9.99989350113421e-07	0.000296116846355586	0.214018720700625	9.99989350113421e-07
TCGA-AB-2964-03	0.595375391333156	0.140690438336134	0.0581991539893907	0.00277021925056632	0.0532864085208654	0.0413336411965827	9.99988900123208e-07	0.0543660965363284	0.0211930647569812	0.00156623261481798	0.0312183534762764
TCGA-AB-2955-03	0.803678145074198	0.0637406977049927	0.025864315026977	0.0283725873908321	0.0216175618177039	0.0248403263092847	0.000252615216685543	0.0316307514923801	9.99988982121395e-07	9.99988982121395e-07	9.99988982121395e-07
TCGA-AB-2911-03	0.749803849632154	0.12796960897035	0.0241149378706253	0.0128417604100643	0.00952576645491863	0.0387571787094674	9.99989130118156e-07	0.0198433843024126	9.99989130118156e-07	0.0171405136826163	9.99989130118156e-07
TCGA-AB-2892-03	0.429290269650519	0.347809167490783	0.0319566478696971	9.99988981121417e-07	0.0365504972500708	0.000569648723040721	0.000268201044692689	0.0366887957261599	0.00697298316469851	0.0426935295599978	0.0671992595313592
TCGA-AB-2817-03	0.335711072180455	0.30367444700897	0.113196675598895	0.0435397905844502	9.99988300136888e-07	0.0998332319511862	9.99988300136888e-07	9.99988300136888e-07	9.99988300136888e-07	0.104039782734542	9.99988300136888e-07
TCGA-AB-2857-03	0.387446551338698	0.0887033815077735	0.138592408681964	0.0172070024291981	0.0836739392558295	0.0959545982493029	0.000881281881121441	0.0297936579092199	0.00782190018894203	0.149924278569433	9.99988518131835e-07
TCGA-AB-2805-03	0.637725972259786	0.167432154897653	0.0573705677763431	0.0100326894397624	0.0388779715647534	0.0238356373312766	0.0243800313320547	0.0265513074045924	0.0124655626294998	9.99988980121439e-07	0.00132710537529876
TCGA-AB-2983-03	0.607574183017667	0.136672466534925	0.0587838404453102	0.0227304449644075	0.0214930588478797	0.0555548766742837	0.0229143429010727	0.0137672455315051	0.00628594947164693	0.054222591622522	9.99988780125887e-07
TCGA-AB-2918-03	0.72851491348446	0.141601428224147	0.0284385843317139	9.99988900123208e-07	0.0203562740453581	9.99988900123208e-07	0.00682663422436011	0.0203625739754289	0.00981598104261043	9.99988900123208e-07	0.0440806107052212
TCGA-AB-2990-03	0.647131771538112	0.0981103041079031	0.0737993756609739	9.99988830124767e-07	0.0517140223543703	0.0146746360843149	0.0281545855132798	0.0371823846727632	0.0142522408024702	0.00961496260086775	0.0253647166761147
TCGA-AB-2937-03	0.644173914086945	0.168423147345379	0.0458365957974462	0.0341462243915317	0.036470798821213	0.0363381002808969	9.99989000120999e-07	0.0171943108625805	0.0174139084470071	9.99989000120999e-07	9.99989000120999e-07
TCGA-AB-3006-03	0.54820742699295	0.120386556565187	0.100595793856432	0.0662047062055726	0.0557583314576058	0.0423263925065539	0.0152047176954348	0.0448793618964509	0.00104657745153636	0.00538913538426674	9.99988010143758e-07
TCGA-AB-2848-03	0.646306961717187	0.174352101305617	0.0252635248802141	0.0465470931021561	0.0357353108424649	0.0136072518170277	9.99989110118591e-07	0.0313918581426648	0.0203658782155862	0.00642801999886221	9.99989110118591e-07
TCGA-AB-2914-03	0.798960580254759	0.123505543869638	0.00566453321515339	0.0277389729575088	9.99988210139002e-07	0.0354743817570391	9.99988210139002e-07	9.99988210139002e-07	9.99988210139002e-07	0.00865098800485142	9.99988210139002e-07
TCGA-AB-3002-03	0.807278176449531	0.054576803475538	0.0292141806890051	0.0139544474778891	0.0198891826112341	0.033600032751642	0.00257838181828673	0.00780976463927249	0.0073075901280399	0.0237904399704911	9.99989070119464e-07
TCGA-AB-2877-03	0.834172241191467	0.0443970338311448	0.0182010088894067	0.0319758642534253	0.0237626504921698	0.0176301148837937	9.99989500110249e-07	0.0149944425583531	0.0148636439317387	9.99989500110249e-07	9.99989500110249e-07
TCGA-AB-2969-03	0.344523313600544	0.39077781867734	0.0597499606754208	0.0376307973504683	0.0709451408869925	9.99989300114489e-07	0.0118905727708713	0.056065900094869	0.0284134959755931	9.99989300114489e-07	9.99989300114489e-07
TCGA-AB-2839-03	0.858619297601937	0.0451946893000109	9.99988700127689e-07	0.0124804589708136	9.99988700127689e-07	0.0236110331953249	9.99988700127689e-07	9.99988700127689e-07	9.99988700127689e-07	0.0600885209997127	9.99988700127689e-07
TCGA-AB-2835-03	0.540795170228065	0.318197569830197	0.00941082855126822	0.0596289571998414	0.00990519322201707	0.0246325344612785	9.99989220116207e-07	0.014534443318701	0.0093332493875716	0.0135600538226198	9.99989220116207e-07
TCGA-AB-2920-03	0.632348673608268	0.101517823814493	0.0572182370695053	0.0812761583344295	0.000204154634664403	0.0132959459531702	0.00777197995384025	0.0309106418693033	0.000787849871971383	0.0746675349019406	9.99988414134234e-07
TCGA-AB-2980-03	0.254448379181694	0.411801758441888	0.0362446266803452	9.99989700106089e-07	0.0916571559312939	0.0186940074517232	0.0155892394308339	0.0380650079304183	0.0186604077977997	0.0133244627580336	0.10151395440627
TCGA-AB-2819-03	0.750818816074905	0.112823770220905	0.0211860690718471	9.99989100118809e-07	9.99989100118809e-07	0.0819334069258645	9.99989100118809e-07	9.99989100118809e-07	9.99989100118809e-07	0.0270472051854635	0.00618573257551493
TCGA-AB-2919-03	0.697515187829896	0.102729849425686	0.0465038791565534	9.99988800125438e-07	0.0401012508659903	9.99988800125438e-07	0.0210384643691991	0.0224213488808925	0.0151370304652588	9.99988800125438e-07	0.0545499890401227
TCGA-AB-2928-03	0.275900937499594	0.377038814869155	0.0806575047016978	9.99988900123208e-07	0.0718374026048311	9.99988900123208e-07	0.0462685864186907	0.0466585820897388	0.0570381668763477	9.99988900123208e-07	0.0445970049732448
TCGA-AB-2927-03	0.452988035251134	0.239003380522949	0.0672088633908572	9.9998904012012e-07	0.0418459413684826	0.077563249906781	0.00876306395681903	0.0190494912175763	0.0120050684244501	9.9998904012012e-07	0.0815709059828704
TCGA-AB-2806-03	0.741337845283702	0.150765341581243	9.99989000120999e-07	9.99989000120999e-07	9.99989000120999e-07	0.107888813223055	9.99989000120999e-07	9.99989000120999e-07	9.99989000120999e-07	9.99989000120999e-07	9.99989000120999e-07
TCGA-AB-2885-03	0.642771993785268	0.112743771092895	0.0421222408675745	0.0158986267049689	0.0650497909572786	0.0558225915337523	0.0142035451813575	0.0257600192157906	9.99989100118809e-07	0.0211065699383877	0.004519850733627
TCGA-AB-2815-03	0.4620809633175	0.373249931575746	0.0427766337346923	9.99989100118809e-07	0.0138016495620198	0.0656954839192253	0.016791916968105	0.0221657583932335	0.00343466256217807	9.99989100118809e-07	9.99989100118809e-07
TCGA-AB-2996-03	0.318939491665592	0.289629814072045	0.0758539656063783	9.99989000120999e-07	0.0760936629697073	9.99989000120999e-07	0.0154950295546749	0.0756272681000509	0.0489814612039268	0.0175034074625179	0.0818738993871067
TCGA-AB-2936-03	0.380961744657312	0.1894698836214	0.102167858785017	0.0128447565240696	0.104003838277126	0.00188064899315075	0.0320047425070262	0.0569686636600269	0.0308452554584965	0.020397772156885	0.068454835359489
TCGA-AB-2939-03	0.866886455580124	0.0747835766328213	9.99988990121219e-07	0.0229654471504269	9.99988990121219e-07	0.0278183937194852	9.99988990121219e-07	9.99988990121219e-07	9.99988990121219e-07	0.00754012698320192	9.99988990121219e-07
TCGA-AB-2979-03	0.673030818761164	0.118021740708027	0.0397236761483755	0.0321019574721138	0.0136685541565271	0.0711282410616679	9.99989330113848e-07	9.99989330113848e-07	0.00154425352281491	0.05077775820132	9.99989330113848e-07
TCGA-AB-2986-03	0.660023135759388	0.137786567019703	0.0126909680139327	0.0188585038715597	0.0324493625266297	0.0711640598937771	9.99989600108159e-07	0.0243177470954302	0.00220997701623903	0.0404976788241402	9.99989600108159e-07
TCGA-AB-2931-03	0.525300284732902	0.215769652426182	0.0304914682528254	0.0675506650487643	0.0421643412519672	0.0407984561127975	0.025140226474336	0.0441544195999148	0.00862848612207099	9.99989120118373e-07	9.99989120118373e-07
TCGA-AB-2896-03	0.203680802284143	0.409827577960434	0.100650913976638	0.00651881966193585	0.0967100564984904	0.0201509825708981	0.0124813653260681	0.0941872837192087	0.0254221256952637	9.99989210116423e-07	0.0303690723177097
TCGA-AB-2966-03	0.872925790632909	0.0217588704439168	0.023737149573072	0.0391198872851891	0.00419975569257744	0.0288486956462609	9.99989450111301e-07	0.00542626275292796	0.00398058800479655	9.99989450111301e-07	9.99989450111301e-07
TCGA-AB-2820-03	0.566274589771644	0.136692452641436	0.0639264763522877	0.0362400897621839	0.107619781744071	0.0209642626845464	0.0186459889274053	0.041555729589141	0.00807862854992481	9.99988680128141e-07	9.99988680128141e-07
TCGA-AB-2808-03	0.690886322180302	0.140581437718483	0.000648605792043833	0.0311059543195296	9.99988887123497e-07	0.0279378895262337	9.99988887123497e-07	9.99988887123497e-07	9.99988887123497e-07	0.108834790518973	9.99988887123497e-07
TCGA-AB-2991-03	0.62513977338422	0.21656449651442	0.0275594814123949	0.00872290916317007	0.0118111634629504	0.0771073086395121	9.99988440133632e-07	9.99988440133632e-07	0.00406740298082154	0.0290244644771906	9.99988440133632e-07
TCGA-AB-2803-03	0.367435028027347	0.395946719815959	0.0131833574879056	9.99989190116855e-07	0.0956523659979236	9.99989190116855e-07	0.00227298542902751	9.99989190116855e-07	0.029198584363303	0.0473008886773934	0.0490070702335708
TCGA-AB-2900-03	0.716948977340944	0.0907487845211012	0.0478988640117117	0.0345602132712135	0.021347361123029	0.0350321079907116	0.00881772132969832	0.0295094697890331	0.0147115353779191	9.99988810125215e-07	0.000423965255828787
TCGA-AB-2899-03	0.757057520955765	0.0931127571371201	0.0531672045273093	9.99988800125438e-07	0.0282373837413021	0.0532667034129218	9.99988800125438e-07	0.00531898042741921	0.00444943016638214	0.00538701966537975	9.99988800125438e-07
TCGA-AB-2812-03	0.867554066505939	0.0865946084917328	9.99988550131101e-07	9.99988550131101e-07	9.99988550131101e-07	0.0313484410603499	9.99988550131101e-07	0.00186222867748164	9.99988550131101e-07	0.0126346553331964	9.99988550131101e-07
TCGA-AB-3011-03	0.508092461792167	0.307663646466253	0.0246294315391962	0.0303912687351708	0.0320285508887953	0.0343775252849744	9.99989100118809e-07	0.0473379840159742	0.0154761313101687	9.99989100118809e-07	9.99989100118809e-07
TCGA-AB-2946-03	0.733874074159999	0.0875983539377775	0.0408794585018482	0.0279339983128182	0.0216831658218091	0.0303204725388966	9.99989200116639e-07	9.99989200116639e-07	9.99989200116639e-07	0.0577064767700509	9.99989200116639e-07
TCGA-AB-3000-03	0.84882308481114	0.0784821757017086	0.00440886369370463	0.0369045123919064	9.99989497110312e-07	0.0305494791388206	9.99989497110312e-07	0.000826884315234037	9.99989497110312e-07	9.99989497110312e-07	9.99989497110312e-07
TCGA-AB-2856-03	0.754255582507699	0.0912382817807753	0.00328652332239972	0.0133859506127912	9.99988840124544e-07	0.0367837894929093	9.99988840124544e-07	9.99988840124544e-07	9.99988840124544e-07	0.101044872339225	9.99988840124544e-07
