sample_id	CD274	CD38	CD8A	CXCL9	HAVCR2	MEX3B	Angiogenesis	Proliferation	Stroma_EMT	T_effector_IFNG_response	TGFB	CD8_T_effector_POPLAR	Myeloid_inflammation	DediffGenes	TGSig	IFN_I_Dcact	CD40act	TcellActivation	TcellDysfunction	RSRDs	Cytolytic_activity	ExhaustedTcell	RSRDs_weight	12_cheomokine	IMPRES	Chiping_45_signature	TIDE
39	TCGA.D3.A2J7	3.0086305806158	2.92478628033543	4.62104121767074	6.88200855045002	3.621	0.5747	3.60354101581531	4.15370439192283	5.05782413318263	3.03491953639439	5.59060243093953	3.95126576068535	0.643843615144651	2.28410027285004	2.55491802275933	6.02709081284369	6.24486787078788	5.05272089227127	4.49377763371212	3.67855276949659	4.12029367885349	1.99370768220021	-1236.31002894897	-0.055991050439735	7	-29.7136080251718	-0.04
40	TCGA.D3.A2J8	4.50011966304509	4.82640386897975	5.97697220431506	8.63730216753602	4.98	0.9522	4.86176273589658	5.02861551867034	5.19142381286392	4.48662879443315	5.51321615415207	5.77690101519423	3.56064509721743	3.51539577263375	3.04509867017137	6.05293913857908	6.44631934474333	4.90040268229683	4.29933571061057	3.67746993268585	6.18605965053684	3.23959031293184	-691.330731055695	-0.0495083068028925	10	-9.65698186596094	1.6
41	TCGA.D3.A2J9	3.01339390510161	5.6497450775056	7.67781651136242	9.52032531353963	5.614	1.015	4.20905563754488	3.82053762500718	4.50264952337226	5.36002672342237	5.44082566462221	6.29356113690846	1.37455590280271	2.50393525862743	2.90055058420003	5.5161448014359	5.88623418098276	4.88717222236032	4.79903863977779	3.56512495060913	7.24524223197541	4.69528796453627	-1265.58739885816	-0.0558987990227346	9	-22.9985921742955	2.1
42	TCGA.D3.A2JA	2.86615045287145	2.93900380196951	3.95847716177695	5.47274300903038	5.372	3.763	4.99710115856044	4.69087490871734	6.14019624915375	2.46617919171878	6.37626422095657	3.45915615929732	1.0957660939721	3.40807331730779	3.05331675321895	6.61012729400261	6.38522866663562	5.14160090592917	4.59592624659242	4.08794688928305	3.78037035222741	1.91374800730791	-996.273749814136	-0.0165655854740518	10	19.8624697489223	0.57
43	TCGA.D3.A2JB	1.33643034597961	5.6874711569483	4.99196119171236	6.80102072143074	4.055	1.345	3.43022204966951	5.06550740484222	4.45584261290933	3.0694532299605	5.0551986897426	4.43923214909992	2.17373220485467	2.33955693946582	2.47271346645689	5.05748253908567	6.51762751225829	4.92464719300744	4.73154151232336	3.53969121836405	5.07263807106322	2.67536649274842	-1209.88077001018	-0.0396199122737647	10	-22.9937700913214	1.74
44	TCGA.D3.A2JC	2.43946165840201	2.88271689952407	4.65780934860995	6.7416091693784	4.514	1.753	3.81892560745951	4.35279205920491	4.86216199711026	2.94423270431652	5.38154141230696	3.81254171158178	1.98097367333829	2.32359056674681	2.52438719103222	4.92844091489331	6.19100764080624	4.94834428133802	4.44919698603366	3.74651066319824	4.14364284175169	1.85660479651203	-1447.9665636102	-0.0555224496096751	7	-24.9083482824224	0.31
45	TCGA.D3.A2JD	0.793740078708624	2.53819688310332	2.89460943604677	2.31807952636353	2.641	0.7803	3.87152085047672	3.78762907324378	4.40941791020766	1.59004541607796	5.42813724974705	1.769461592175	0.981750717595757	1.96186691606346	2.34654348464878	3.2834268768677	5.81887795979969	4.62325562508733	4.12835726969113	3.37378490708997	2.54945327472382	1.31573710120658	-1428.13564741489	-0.0258932549502789	9	-24.1512463926321	-0.09
46	TCGA.D3.A2JE	0.0578742068802506	0.479351810591955	0.667362986205682	3.39583467203112	1.177	2.715	3.71710449271638	5.38103449850131	3.9198622369659	1.4209084694117	4.79735582245724	1.96176289991471	0.536322104789432	1.50171259727615	2.15038504766986	2.2684347398572	6.54296911715034	5.02829763301623	3.88839308482079	3.14480873165129	0.849191909994437	0.676487855913047	-1159.67759528674	-0.0403103939472881	7	-29.1615818069183	1.33
47	TCGA.D3.A2JF	1.98091297952084	3.39578936969794	4.26829265233168	6.89117730812954	3.22	1.737	3.23010278332111	3.40655171113096	4.41375222492355	2.52186537820591	4.40385389728732	4.08234090074857	2.12008290913194	2.42739525760453	1.54331821798299	5.91941323652339	5.74376408207825	4.68171645719423	4.09430911408889	3.33731229291737	4.33537726155406	1.7599419517235	-1102.26663751928	-0.0422317581986021	6	-18.3856518114252	0.81
48	TCGA.D3.A2JG	0.463014804125383	1.53634373334791	1.45076057196934	2.49493186270258	1.705	1.821	3.69386729293441	3.13864439291109	4.06245648577315	0.762862184322915	4.37772657178275	1.37549270242281	2.00385044224693	1.74549834833489	2.1461809735286	2.74897733693765	5.30605337503248	4.57552231891881	3.75128612157847	3.10337792349709	0.977866453049699	0.641208579025811	-1264.72093595393	-0.0559220209971636	8	-19.2946617997524	0.74
49	TCGA.D3.A2JH	2.90895074728532	4.91453891044396	7.58370997148435	8.26713471609604	6.062	1.596	3.72222550750877	5.16142228116511	4.39503118160357	5.17568499531879	5.21263650997728	6.05880637162638	0.530730405933483	2.22146275734183	2.41606097109426	6.06987926953534	6.52102892841484	5.14330606765068	4.66139179767471	3.62451510529717	7.18630029987615	3.80783990558202	-1246.86025922873	-0.0439225692686076	8	-26.5043962822888	0.16
50	TCGA.D3.A2JK	0.186617119966402	0.192958059920189	0.786404543531774	0.839026482740112	2.446	0.6048	3.78264306634204	3.25745810758951	4.03499993169643	0.546619153890935	5.40175487416901	0.693225321158018	0.216197912621108	1.56443063944775	1.43174692927654	2.43970004910404	5.38651230160241	4.20005132854274	3.24280760449542	3.05654627165641	0.998793021601573	0	-1272.14505289325	-0.0448397196714964	8	-25.3217432727546	0.35
51	TCGA.D3.A2JL	1.18384593070046	2.94930904880392	5.45986022467883	6.972891561795	3.29	1.681	2.51015359626334	4.19250556582499	3.76241418202029	2.9107076870209	4.26760074677402	4.23406378969087	1.36500460458308	1.41303928214894	1.92671437729441	5.01820876428826	5.83133914709464	4.68505651343695	3.96081949770588	3.05315372100153	4.76091986910093	2.09681827223666	-1127.38852954733	-0.0345689198836696	9	-30.3033126100118	0.71
52	TCGA.D3.A2JN	0.27524375401788	3.02763792519543	4.50434520056243	6.03628567712776	3.055	0.6134	4.87249119047431	3.98736398897711	5.08468138761536	2.23205058698864	6.36919015818195	3.90599650299645	2.33727468524886	2.40641704682087	2.41219955735259	3.67608905040463	5.95701535935464	4.63564847716068	3.69216681673714	3.59375350711614	4.57397026662833	1.79781132275695	-1265.66163883593	-0.0390272565778616	9	-1.05204456404476	0.51
53	TCGA.D3.A2JO	3.35122879452381	5.1791873401984	5.8426497798645	8.17640341549149	5.415	0.8543	3.91456133457032	5.27687566709259	4.53541943358692	4.223914836597	5.82189440623939	5.42054931230183	0.841713537935945	2.26062965243823	2.47995628096032	5.01403172417728	6.8271917882086	5.05591522619546	4.573205830658	3.57576616259264	6.22878222448016	3.18671502491563	-1216.94870624191	-0.0404308466993492	9	-17.8027305064323	0.3
54	TCGA.D3.A2JP	0.693907402042022	3.96848225453143	4.47665659464995	6.68163066413654	3.857	0.7649	3.4535196868053	3.71736458825799	4.51798354985563	2.42752923033216	4.68304707607186	3.84928268599999	0.366160229603607	1.72061146398477	2.05898597499677	4.30006218565863	5.88719589242516	4.64392270475875	3.88566666066781	3.38654446906273	4.56816374487605	1.85123235362328	-1236.92647361217	-0.0502198531518841	7	-23.8965379304353	0.22
55	TCGA.D3.A3BZ	2.10889217564653	3.76979040937569	5.17027024973174	6.70950238033216	4.81	1.359	5.35334437561398	4.86933015309543	5.78601366416761	3.45965516453971	6.94268441992198	4.46158711127543	2.78884019572897	2.81368549850328	2.89768230412213	5.17457477163938	6.21216008195511	4.89254329805312	4.57824792012764	3.95008945357182	4.74364543363013	2.55355412362581	-1294.14106652635	-0.03974871246474	9	-11.6714693159194	1.6
56	TCGA.D3.A3C1	0.514646723702612	1.3774776061949	2.14358224574611	0.557455640038247	2.903	0.9049	4.04664116279882	1.18263093815919	4.50539957093253	1.22996421876323	4.82744399183946	1.31007842515941	1.34272250117252	2.24309160362892	1.97236795516972	3.47462445970895	4.85509578254026	4.3802479368922	3.86785014414124	3.31094487882233	2.2308765093568	1.06774904135904	-1324.16622346475	-0.0450414698159276	9	-24.6478745586514	0.49
57	TCGA.D3.A3C3	0.621517419129656	2.77528180845855	3.65556396720855	5.12808616365558	2.941	1.878	2.80026374225303	4.92154064035168	3.5498831246787	2.24609147564188	4.56517129136032	3.20302066565135	0.618019608646891	1.55766587484973	1.94044579083578	4.66085677342488	6.26864583217631	4.72112310542845	3.81298454242046	3.06672400810858	3.78019351356515	2.60395738657579	-1087.55356239912	-0.0464723700476163	7	-27.9628199723535	-0.21
58	TCGA.D3.A3C6	0.368980184235039	1.25517206075856	0.347410777029071	2.56201815108984	2.058	1.434	4.75369376897295	5.36847169917387	4.68972824611448	1.05187881944309	5.10061662001103	2.0844096848526	0.58679988362067	1.70133572871118	2.85477405641811	5.80681158040531	6.48817601158659	5.28169064284078	3.92717784164783	3.53593645751455	0.797983207843373	0.527039863388635	-1353.3289496812	-0.0185712747177814	7	-31.4802606036263	1.81
59	TCGA.D3.A3C7	0.44869038729422	3.36255505639845	4.35703929498205	6.59932045781977	4.766	0.8759	4.60149442287725	3.42175076502774	5.03370823548602	2.27648329155347	6.4149397370296	3.49783186242564	0.872039038192238	2.96679227004141	2.42415085869059	3.57432415059321	5.73720962995467	4.71535128979269	4.13850079626721	3.69197047791686	4.30637736386397	1.63385461588737	-1275.3046131583	-0.057115495770975	7	-14.0814604258069	1.18
60	TCGA.D3.A3C8	4.03689945671353	5.49102393186298	8.37702418156822	9.89102422809455	6.857	1.09	4.05932852923346	5.17503083938275	4.88382338988877	5.95595221836753	5.11193848336099	7.36015997405883	1.83588052090939	2.84276896112126	2.21404784547317	6.06042814627593	6.3918266960749	4.84136700217681	4.5872322882938	3.78331621404715	7.74157703572082	4.78810319686752	-1095.84704442702	-0.0262411995608211	8	-19.9994315269025	1.93
61	TCGA.D3.A3CB	7.15641900538571	5.55097588203688	6.81069164619583	7.06674603822018	5.191	1.624	3.13203254059125	3.65459103807234	4.54292594198534	5.10505361344809	5.21673695046184	4.95033675985508	0.928146426327012	2.37593454042511	2.74251597505758	5.58726063656021	5.89392504958729	4.85408777304602	4.62871645122237	3.67027336651828	5.97545763937793	3.63494317463823	-1282.64453316291	-0.0557686660295787	8	-17.9221839959595	2.1
